Sample	Sample_ID_Full	Join_ID	sample.title	UMAP1	UMAP2
GSM2403341_7990895127_R05C02.tsv	GSM2403341_7990895127_R05C02	GSM2403341	MB, SHH INF	0.310234934846285	-13.340050027055
GSM2403342_7990895046_R01C02.tsv	GSM2403342_7990895046_R01C02	GSM2403342	MB, SHH INF	0.236664325753573	-13.6088822337811
GSM2403343_7990895046_R02C01.tsv	GSM2403343_7990895046_R02C01	GSM2403343	MB, G4	-5.92359897418844	-14.6726410838787
GSM2403344_7990895120_R02C02.tsv	GSM2403344_7990895120_R02C02	GSM2403344	MB, G3	-7.87793084903586	-14.4551194163983
GSM2403345_7990895120_R03C02.tsv	GSM2403345_7990895120_R03C02	GSM2403345	MB, SHH CHL AD	1.27322569564951	-12.1175930949871
GSM2403346_7990895120_R04C01.tsv	GSM2403346_7990895120_R04C01	GSM2403346	MB, G4	-6.22106715961325	-14.2910664531414
GSM2403347_7990895120_R05C01.tsv	GSM2403347_7990895120_R05C01	GSM2403347	MB, G4	-6.14496442600119	-14.8389037105267
GSM2403348_7990895120_R06C01.tsv	GSM2403348_7990895120_R06C01	GSM2403348	MB, G4	-6.49148151203024	-13.8524163219158
GSM2403349_7990908004_R01C01.tsv	GSM2403349_7990908004_R01C01	GSM2403349	MB, WNT	-9.50175544544089	-17.8716986629193
GSM2403350_7990895159_R02C02.tsv	GSM2403350_7990895159_R02C02	GSM2403350	MB, G4	-6.13278552814352	-14.8413832637493
GSM2403351_7990895159_R03C02.tsv	GSM2403351_7990895159_R03C02	GSM2403351	MB, WNT	-9.57114669605124	-17.9312899562542
GSM2403352_7990895142_R04C02.tsv	GSM2403352_7990895142_R04C02	GSM2403352	MB, G3	-8.09703561588156	-14.2900498363201
GSM2403353_7990895142_R05C01.tsv	GSM2403353_7990895142_R05C01	GSM2403353	MB, G4	-5.14557143970358	-14.4196045848553
GSM2403354_7990895093_R01C01.tsv	GSM2403354_7990895093_R01C01	GSM2403354	MB, SHH INF	-0.392586096366522	-13.9110806438153
GSM2403355_7990895046_R02C02.tsv	GSM2403355_7990895046_R02C02	GSM2403355	MB, G4	-6.07454463764059	-14.8243916484539
GSM2403356_7990895046_R03C01.tsv	GSM2403356_7990895046_R03C01	GSM2403356	MB, SHH CHL AD	0.543333799401644	-13.0712807628338
GSM2403357_7990895046_R04C01.tsv	GSM2403357_7990895046_R04C01	GSM2403357	MB, WNT	-9.47305270954001	-17.8451235744183
GSM2403358_7990895120_R04C02.tsv	GSM2403358_7990895120_R04C02	GSM2403358	MB, SHH CHL AD	1.09826877788675	-12.105581566972
GSM2403359_7990895120_R05C02.tsv	GSM2403359_7990895120_R05C02	GSM2403359	MB, G4	-6.04783698840964	-14.6631319972698
GSM2403360_7990895120_R06C02.tsv	GSM2403360_7990895120_R06C02	GSM2403360	MB, G4	-5.28597757144797	-14.9793265315716
GSM2403361_7990908004_R01C02.tsv	GSM2403361_7990908004_R01C02	GSM2403361	MB, G4	-5.70628711505758	-14.7573769542401
GSM2403362_7990908004_R02C01.tsv	GSM2403362_7990908004_R02C01	GSM2403362	MB, SHH INF	0.383139223615053	-13.4548590633099
GSM2403363_7990908004_R03C01.tsv	GSM2403363_7990908004_R03C01	GSM2403363	MB, G3	-7.92077466770041	-14.2079260799114
GSM2403364_7990895159_R04C01.tsv	GSM2403364_7990895159_R04C01	GSM2403364	MB, G4	-5.19587394519675	-14.6250460597698
GSM2403365_7990895142_R05C02.tsv	GSM2403365_7990895142_R05C02	GSM2403365	MB, WNT	-9.53318568988669	-17.9001257869427
GSM2403366_7990895093_R01C02.tsv	GSM2403366_7990895093_R01C02	GSM2403366	MB, G4	-5.24247524066794	-14.7112830135052
GSM2403367_7990895093_R02C01.tsv	GSM2403367_7990895093_R02C01	GSM2403367	MB, G3	-7.53486224933493	-14.6174605342571
GSM2403368_7990895046_R03C02.tsv	GSM2403368_7990895046_R03C02	GSM2403368	MB, G3	-7.18905994220602	-14.4624112102215
GSM2403369_7990895046_R05C01.tsv	GSM2403369_7990895046_R05C01	GSM2403369	MB, G4	-6.01236411853659	-14.8610556575482
GSM2403370_7990895046_R06C01.tsv	GSM2403370_7990895046_R06C01	GSM2403370	MB, G3	-7.40948077960837	-14.1007750484173
GSM2403371_7990895127_R01C01.tsv	GSM2403371_7990895127_R01C01	GSM2403371	MB, G4	-6.57576438709128	-13.966421410722
GSM2403372_7990895127_R02C01.tsv	GSM2403372_7990895127_R02C01	GSM2403372	MB, G4	-5.42935821338522	-14.7754137965862
GSM2403373_7990908004_R02C02.tsv	GSM2403373_7990908004_R02C02	GSM2403373	MB, G3	-7.2925450496279	-14.008470818681
GSM2403374_7990908004_R03C02.tsv	GSM2403374_7990908004_R03C02	GSM2403374	MB, WNT	-9.66012832446921	-18.0178378078167
GSM2403375_7990895159_R04C02.tsv	GSM2403375_7990895159_R04C02	GSM2403375	MB, SHH CHL AD	0.365659803906801	-13.2210457774822
GSM2403376_7990895159_R05C01.tsv	GSM2403376_7990895159_R05C01	GSM2403376	MB, G4	-6.46118995471823	-14.5733502361004
GSM2403377_7990895095_R01C01.tsv	GSM2403377_7990895095_R01C01	GSM2403377	MB, G4	-6.14384385867941	-14.4506113979046
GSM2403378_7990895093_R02C02.tsv	GSM2403378_7990895093_R02C02	GSM2403378	MB, G3	-7.87218543811667	-14.3144829723065
GSM2403379_7990895093_R03C01.tsv	GSM2403379_7990895093_R03C01	GSM2403379	MB, G4	-5.815413206061	-14.4740879985516
GSM2403380_7990895046_R05C02.tsv	GSM2403380_7990895046_R05C02	GSM2403380	MB, G4	-6.54281350894797	-13.9623873683636
GSM2403381_7990895046_R06C02.tsv	GSM2403381_7990895046_R06C02	GSM2403381	MB, SHH INF	0.210109532634142	-13.6300728770916
GSM2403382_7990895127_R01C02.tsv	GSM2403382_7990895127_R01C02	GSM2403382	MB, G3	-7.94151565357077	-14.2679331752484
GSM2403383_7990895127_R03C01.tsv	GSM2403383_7990895127_R03C01	GSM2403383	MB, SHH INF	-0.309674902995703	-13.7371647807781
GSM2403384_7990895127_R04C01.tsv	GSM2403384_7990895127_R04C01	GSM2403384	MB, G4	-6.39837476535666	-13.9347498866741
GSM2403385_7990895159_R05C02.tsv	GSM2403385_7990895159_R05C02	GSM2403385	MB, G3	-7.39647695346701	-14.0277111980145
GSM2403386_7990895095_R01C02.tsv	GSM2403386_7990895095_R01C02	GSM2403386	MB, G4	-6.61289569660055	-13.9683869334881
GSM2403387_7990895095_R02C01.tsv	GSM2403387_7990895095_R02C01	GSM2403387	MB, G4	-6.47952386661398	-13.916372582597
GSM2403388_7990895093_R03C02.tsv	GSM2403388_7990895093_R03C02	GSM2403388	MB, G4	-5.32294437213766	-15.0475495311444
GSM2403389_7990895093_R04C01.tsv	GSM2403389_7990895093_R04C01	GSM2403389	MB, SHH INF	0.0849385418094427	-13.6051638576214
GSM2403390_7990895093_R06C01.tsv	GSM2403390_7990895093_R06C01	GSM2403390	MB, G4	-6.4891421489321	-13.9212000819866
GSM2403391_7990895142_R01C01.tsv	GSM2403391_7990895142_R01C01	GSM2403391	MB, G3	-7.447408884009	-14.2154648753826
GSM2403392_7990895142_R02C01.tsv	GSM2403392_7990895142_R02C01	GSM2403392	MB, SHH CHL AD	1.00035479740274	-12.1168959590618
GSM2403393_7990895127_R04C02.tsv	GSM2403393_7990895127_R04C02	GSM2403393	MB, G3	-7.86165878101217	-14.2443840953533
GSM2403394_7990908004_R04C02.tsv	GSM2403394_7990908004_R04C02	GSM2403394	MB, SHH CHL AD	0.697607070962313	-12.6984961482708
GSM2403395_7990908004_R05C01.tsv	GSM2403395_7990908004_R05C01	GSM2403395	MB, G3	-7.77176639362204	-14.3988974544232
GSM2403396_7990895120_R01C01.tsv	GSM2403396_7990895120_R01C01	GSM2403396	MB, G4	-5.19588252826559	-14.649882599992
GSM2403397_7990895095_R02C02.tsv	GSM2403397_7990895095_R02C02	GSM2403397	MB, G4	-5.25978013797629	-14.9498141261761
GSM2403398_7990895095_R03C01.tsv	GSM2403398_7990895095_R03C01	GSM2403398	MB, G3	-7.75080749317038	-14.5692856761639
GSM2403399_7990895093_R05C02.tsv	GSM2403399_7990895093_R05C02	GSM2403399	MB, G3	-7.90218040271628	-14.2143328639691
GSM2403400_7990895093_R06C02.tsv	GSM2403400_7990895093_R06C02	GSM2403400	MB, G4	-6.22991248889792	-14.2576125117962
GSM2403401_7990895142_R01C02.tsv	GSM2403401_7990895142_R01C02	GSM2403401	MB, G3	-7.12338134570944	-13.9943984004681
GSM2403402_7990895142_R02C02.tsv	GSM2403402_7990895142_R02C02	GSM2403402	MB, G4	-6.57042190357077	-14.1813261958782
GSM2403403_8622007028_R04C01.tsv	GSM2403403_8622007028_R04C01	GSM2403403	MB, G4	-5.22749969287741	-14.6157820674603
GSM2403404_8622007028_R05C01.tsv	GSM2403404_8622007028_R05C01	GSM2403404	MB, G4	-6.10357925220358	-14.4654486629193
GSM2403405_8622007028_R06C01.tsv	GSM2403405_8622007028_R06C01	GSM2403405	MB, G4	-6.1377050571047	-14.108248994035
GSM2403406_8622007028_R01C02.tsv	GSM2403406_8622007028_R01C02	GSM2403406	MB, SHH CHL AD	0.911334783593538	-12.4811146709149
GSM2403407_8622007028_R02C02.tsv	GSM2403407_8622007028_R02C02	GSM2403407	MB, SHH CHL AD	0.789017052213076	-12.2642977687542
GSM2403408_8622007028_R03C02.tsv	GSM2403408_8622007028_R03C02	GSM2403408	MB, G3	-7.13238975330221	-13.9951107951824
GSM2403409_8622007028_R04C02.tsv	GSM2403409_8622007028_R04C02	GSM2403409	MB, SHH CHL AD	1.2147347040571	-12.0553191158001
GSM2403410_8622007028_R06C02.tsv	GSM2403410_8622007028_R06C02	GSM2403410	MB, SHH CHL AD	1.39703992084635	-12.3381522151653
GSM2403411_8622007029_R01C01.tsv	GSM2403411_8622007029_R01C01	GSM2403411	MB, G3	-7.9570843867861	-14.403264329118
GSM2403412_8622007029_R02C01.tsv	GSM2403412_8622007029_R02C01	GSM2403412	MB, G4	-5.90082380100119	-14.9481509181683
GSM2403413_8622007029_R03C01.tsv	GSM2403413_8622007029_R03C01	GSM2403413	MB, G4	-5.17656633182394	-14.9110882732098
GSM2403414_8622007029_R04C01.tsv	GSM2403414_8622007029_R04C01	GSM2403414	MB, SHH CHL AD	1.25992444233072	-12.6214030238812
GSM2403415_8622007029_R05C01.tsv	GSM2403415_8622007029_R05C01	GSM2403415	MB, SHH CHL AD	0.734231442967776	-12.4142821284954
GSM2403416_8622007029_R06C01.tsv	GSM2403416_8622007029_R06C01	GSM2403416	MB, SHH CHL AD	0.741872698823336	-12.3512633296673
GSM2403417_8622007029_R02C02.tsv	GSM2403417_8622007029_R02C02	GSM2403417	MB, G4	-5.1338913135134	-14.387805268449
GSM2403418_8622007029_R03C02.tsv	GSM2403418_8622007029_R03C02	GSM2403418	MB, SHH CHL AD	0.761953861276034	-12.2867997142498
GSM2403419_8622007029_R04C02.tsv	GSM2403419_8622007029_R04C02	GSM2403419	MB, SHH CHL AD	1.11578872875345	-12.6507981273358
GSM2403420_8622007029_R05C02.tsv	GSM2403420_8622007029_R05C02	GSM2403420	MB, SHH CHL AD	0.827988297501925	-12.4646752330486
GSM2403421_8622007021_R05C01.tsv	GSM2403421_8622007021_R05C01	GSM2403421	LGG, PA MID	3.30406239704264	7.15444107325628
GSM2403422_8622007021_R01C02.tsv	GSM2403422_8622007021_R01C02	GSM2403422	LGG, PA MID	-1.062498956164	2.8026673343952
GSM2403423_8622007021_R02C02.tsv	GSM2403423_8622007021_R02C02	GSM2403423	LGG, PA MID	-0.929606407126066	2.72529311450079
GSM2403424_8622007027_R03C01.tsv	GSM2403424_8622007027_R03C01	GSM2403424	ETMR	-13.8572814158999	-7.06762771336481
GSM2403425_8622007029_R06C02.tsv	GSM2403425_8622007029_R06C02	GSM2403425	GBM, G34	2.2206807442106	-2.21521525113031
GSM2403426_8622007025_R01C01.tsv	GSM2403426_8622007025_R01C01	GSM2403426	MB, SHH CHL AD	0.816691607991579	-12.7033818217938
GSM2403427_8622007025_R03C01.tsv	GSM2403427_8622007025_R03C01	GSM2403427	MB, SHH CHL AD	1.26012078003061	-12.3282044383709
GSM2403428_8622007025_R04C01.tsv	GSM2403428_8622007025_R04C01	GSM2403428	MB, SHH CHL AD	1.20038881973398	-12.1463597270672
GSM2403429_8622007025_R05C01.tsv	GSM2403429_8622007025_R05C01	GSM2403429	MB, SHH CHL AD	0.76903751567972	-12.7013123485272
GSM2403430_8622007026_R04C02.tsv	GSM2403430_8622007026_R04C02	GSM2403430	MB, G3	-7.55835124774801	-14.3913157436077
GSM2403431_8622007025_R02C02.tsv	GSM2403431_8622007025_R02C02	GSM2403431	MB, G4	-6.19115993305075	-14.8534052821819
GSM2403432_8622007025_R03C02.tsv	GSM2403432_8622007025_R03C02	GSM2403432	MB, WNT	-9.62264415546286	-17.9798071834271
GSM2403433_8622007025_R04C02.tsv	GSM2403433_8622007025_R04C02	GSM2403433	MB, G3	-7.76562234683859	-14.5257571193402
GSM2403434_8622007025_R05C02.tsv	GSM2403434_8622007025_R05C02	GSM2403434	MB, SHH INF	-0.0512585036359995	-13.5043032619183
GSM2403435_8622007025_R06C02.tsv	GSM2403435_8622007025_R06C02	GSM2403435	MB, G4	-6.05529138370383	-14.1881850215618
GSM2403436_8622007026_R01C01.tsv	GSM2403436_8622007026_R01C01	GSM2403436	MB, G3	-6.7770797900759	-14.0311282130902
GSM2403437_8622007026_R04C01.tsv	GSM2403437_8622007026_R04C01	GSM2403437	MB, SHH CHL AD	0.65940901712549	-12.8414891215985
GSM2403438_8622007026_R05C01.tsv	GSM2403438_8622007026_R05C01	GSM2403438	MB, G4	-6.38887473865378	-14.0372136089031
GSM2403439_8622007026_R06C01.tsv	GSM2403439_8622007026_R06C01	GSM2403439	MB, G3	-8.09315654559958	-14.2204916927044
GSM2403440_8622007026_R03C02.tsv	GSM2403440_8622007026_R03C02	GSM2403440	MB, SHH INF	-0.160374495144588	-13.5758212062542
GSM2403441_8622007026_R06C02.tsv	GSM2403441_8622007026_R06C02	GSM2403441	MB, G4	-6.39361974521506	-14.6276419612591
GSM2403442_8622007021_R06C02.tsv	GSM2403442_8622007021_R06C02	GSM2403442	LGG, PA PF	-1.14173141046393	3.28925986559942
GSM2403443_8622007022_R01C01.tsv	GSM2403443_8622007022_R01C01	GSM2403443	LGG, PA PF	2.24499729351175	6.28152199061468
GSM2403444_8622007022_R02C01.tsv	GSM2403444_8622007022_R02C01	GSM2403444	LGG, PA PF	2.46092227176798	6.76952429087713
GSM2403445_8622007022_R03C01.tsv	GSM2403445_8622007022_R03C01	GSM2403445	LGG, PA PF	-0.736482053240415	3.28537507327154
GSM2403446_8622007022_R04C01.tsv	GSM2403446_8622007022_R04C01	GSM2403446	LGG, PA PF	-1.31053528114187	3.03251500399664
GSM2403447_8622007022_R06C01.tsv	GSM2403447_8622007022_R06C01	GSM2403447	LGG, PA PF	-1.01342305465567	3.29780955584601
GSM2403448_8622007022_R02C02.tsv	GSM2403448_8622007022_R02C02	GSM2403448	LGG, PA MID	-0.80043372436392	3.20101280482367
GSM2403449_8622007022_R03C02.tsv	GSM2403449_8622007022_R03C02	GSM2403449	LGG, PA PF	-1.33336588664877	3.29687686236456
GSM2403450_8622007022_R04C02.tsv	GSM2403450_8622007022_R04C02	GSM2403450	LGG, PA PF	2.88156536296976	6.9153553989704
GSM2403451_8622007022_R05C02.tsv	GSM2403451_8622007022_R05C02	GSM2403451	LGG, PA MID	3.30962994770182	7.1565811184223
GSM2403452_8622007023_R01C01.tsv	GSM2403452_8622007023_R01C01	GSM2403452	LGG, PA PF	2.61779359058512	6.93879909785345
GSM2403453_8622007023_R03C01.tsv	GSM2403453_8622007023_R03C01	GSM2403453	LGG, PA MID	-0.77478834911215	3.27304430277899
GSM2403454_8622007023_R05C01.tsv	GSM2403454_8622007023_R05C01	GSM2403454	LGG, PA PF	-1.3914482287966	3.09433193476751
GSM2403455_8622007023_R02C02.tsv	GSM2403455_8622007023_R02C02	GSM2403455	CONTR, REACT	2.01725438312662	6.39530201228216
GSM2403456_8622007023_R03C02.tsv	GSM2403456_8622007023_R03C02	GSM2403456	LGG, PA PF	3.04711297229898	7.27189846308783
GSM2403457_8622007023_R04C02.tsv	GSM2403457_8622007023_R04C02	GSM2403457	LGG, PA PF	2.6457159824766	7.25147266657904
GSM2403458_8622007023_R06C02.tsv	GSM2403458_8622007023_R06C02	GSM2403458	LGG, PA PF	3.13625100330484	7.25849886210516
GSM2403459_8622007021_R03C02.tsv	GSM2403459_8622007021_R03C02	GSM2403459	LGG, PA PF	-0.716261594732878	3.08557029040411
GSM2403460_8622007021_R04C02.tsv	GSM2403460_8622007021_R04C02	GSM2403460	LGG, PA MID	-1.03538814111578	2.70896311076239
GSM2403461_8622007021_R05C02.tsv	GSM2403461_8622007021_R05C02	GSM2403461	LGG, PA PF	2.63539555744303	7.18031044276312
GSM2403462_8622007027_R02C01.tsv	GSM2403462_8622007027_R02C01	GSM2403462	EFT, CIC	-4.39592763706076	11.0373065021808
GSM2403463_8622007027_R01C01.tsv	GSM2403463_8622007027_R01C01	GSM2403463	ATRT, MYC	13.4647648640074	5.67784567149237
GSM2403464_8622007027_R06C02.tsv	GSM2403464_8622007027_R06C02	GSM2403464	MB, SHH CHL AD	1.18640342430246	-12.1593964549725
GSM2403465_8622007028_R01C01.tsv	GSM2403465_8622007028_R01C01	GSM2403465	MB, G4	-6.10633441730368	-14.7743113490765
GSM2403466_8622007027_R02C02.tsv	GSM2403466_8622007027_R02C02	GSM2403466	MB, SHH CHL AD	0.5740515299238	-12.9421542140667
GSM2403467_8622007028_R03C01.tsv	GSM2403467_8622007028_R03C01	GSM2403467	ETMR	-13.7445447139345	-6.98811702458307
GSM2403468_8622007028_R02C01.tsv	GSM2403468_8622007028_R02C01	GSM2403468	MB, G3	-7.61445543094504	-14.019547745866
GSM2403469_8622007027_R05C02.tsv	GSM2403469_8622007027_R05C02	GSM2403469	MB, G4	-5.94977590366232	-14.7625496837322
GSM2403470_8622007027_R03C02.tsv	GSM2403470_8622007027_R03C02	GSM2403470	MB, G3	-7.70258542819845	-14.5513537379925
GSM2403471_8622007011_R01C01.tsv	GSM2403471_8622007011_R01C01	GSM2403471	GBM, RTK II	1.33900287822855	-0.11793903289482
GSM2403472_8622007019_R04C01.tsv	GSM2403472_8622007019_R04C01	GSM2403472	GBM, RTK II	1.50411704258097	0.37038178713873
GSM2403473_8622007011_R03C01.tsv	GSM2403473_8622007011_R03C01	GSM2403473	GBM, RTK I	3.6925909824766	0.468474164324551
GSM2403474_8622007019_R05C01.tsv	GSM2403474_8622007019_R05C01	GSM2403474	GBM, RTK II	0.994625718156222	-0.195675678831786
GSM2403475_8622007019_R06C01.tsv	GSM2403475_8622007019_R06C01	GSM2403475	GBM, RTK I	1.25455907062662	-0.581468060893268
GSM2403476_8622007011_R05C02.tsv	GSM2403476_8622007011_R05C02	GSM2403476	GBM, RTK II	5.20016220287454	1.53219099314764
GSM2403477_8622007013_R02C01.tsv	GSM2403477_8622007013_R02C01	GSM2403477	GBM, RTK II	5.3611324139036	1.80607517035559
GSM2403478_8622007013_R04C01.tsv	GSM2403478_8622007013_R04C01	GSM2403478	GBM, RTK I	3.80643275455606	0.310511484461575
GSM2403479_8622007013_R01C02.tsv	GSM2403479_8622007013_R01C02	GSM2403479	GBM, RTK II	1.35671106056345	-0.623621687573642
GSM2403480_8622007013_R05C02.tsv	GSM2403480_8622007013_R05C02	GSM2403480	GBM, RTK I	3.43654611782205	0.145826026516705
GSM2403481_8622007013_R06C02.tsv	GSM2403481_8622007013_R06C02	GSM2403481	GBM, RTK II	5.00417831615579	1.77455265791967
GSM2403482_8622007014_R02C01.tsv	GSM2403482_8622007014_R02C01	GSM2403482	GBM, RTK II	1.23381891922129	0.0563672629173096
GSM2403483_8622007014_R06C01.tsv	GSM2403483_8622007014_R06C01	GSM2403483	GBM, RTK I	3.12627342418802	0.141024604159146
GSM2403484_8622007014_R02C02.tsv	GSM2403484_8622007014_R02C02	GSM2403484	GBM, RTK II	1.34927979187143	-0.583192065638751
GSM2403485_8622007014_R04C02.tsv	GSM2403485_8622007014_R04C02	GSM2403485	GBM, RTK II	1.50088170246256	-0.232528284472675
GSM2403486_8622007019_R06C02.tsv	GSM2403486_8622007019_R06C02	GSM2403486	GBM, RTK II	0.909529239694002	-0.463711336535663
GSM2403487_8622007020_R02C01.tsv	GSM2403487_8622007020_R02C01	GSM2403487	GBM, RTK I	1.64810326770914	-0.539647206944675
GSM2403488_8622007020_R06C01.tsv	GSM2403488_8622007020_R06C01	GSM2403488	GBM, RTK II	5.12391164974344	1.64115770133093
GSM2403489_8622007063_R01C01.tsv	GSM2403489_8622007063_R01C01	GSM2403489	GBM, MID	3.17060926632059	0.324901804047376
GSM2403490_8622007059_R03C02.tsv	GSM2403490_8622007059_R03C02	GSM2403490	DMG, K27	4.78885391430033	-2.37425069538996
GSM2403491_8622007058_R03C02.tsv	GSM2403491_8622007058_R03C02	GSM2403491	LGG, PA PF	2.53858068660868	6.82004709513739
GSM2403492_8622007058_R04C02.tsv	GSM2403492_8622007058_R04C02	GSM2403492	LGG, PA PF	2.97517445758951	7.07395048411444
GSM2403493_8622007058_R01C02.tsv	GSM2403493_8622007058_R01C02	GSM2403493	LGG, PA PF	2.96373918728006	7.21609373362616
GSM2403494_8622007058_R06C01.tsv	GSM2403494_8622007058_R06C01	GSM2403494	LGG, PA MID	-0.790371506651518	3.2648996856983
GSM2403495_8622007058_R05C01.tsv	GSM2403495_8622007058_R05C01	GSM2403495	MB, SHH CHL AD	1.26964023784769	-12.0962851497357
GSM2403496_8622007061_R03C01.tsv	GSM2403496_8622007061_R03C01	GSM2403496	ATRT, SHH	13.6470873661436	5.20686216624335
GSM2403497_8622007061_R04C01.tsv	GSM2403497_8622007061_R04C01	GSM2403497	EPN, RELA	12.766301424066	10.4629637745197
GSM2403498_8622007061_R06C01.tsv	GSM2403498_8622007061_R06C01	GSM2403498	ETMR	-13.8200642757021	-7.07267169682428
GSM2403499_8622007061_R02C02.tsv	GSM2403499_8622007061_R02C02	GSM2403499	CNS NB, FOXR2	-2.92958900256979	-8.00624541966364
GSM2403500_8622007061_R04C02.tsv	GSM2403500_8622007061_R04C02	GSM2403500	HGNET, BCOR	8.82771614269388	-13.1107027980511
GSM2403501_8622007061_R05C02.tsv	GSM2403501_8622007061_R05C02	GSM2403501	CNS NB, FOXR2	-2.8894734077059	-7.96643428532526
GSM2403502_8622007067_R05C02.tsv	GSM2403502_8622007067_R05C02	GSM2403502	HMB	-1.12014219089377	7.0235187557514
GSM2403503_8622007068_R02C01.tsv	GSM2403503_8622007068_R02C01	GSM2403503	EPN, MPE	-5.78428813739645	15.1110569980915
GSM2403504_8622007069_R01C01.tsv	GSM2403504_8622007069_R01C01	GSM2403504	SCHW	0.141520232716921	7.24082727702215
GSM2403505_8622007069_R06C01.tsv	GSM2403505_8622007069_R06C01	GSM2403505	SCHW	0.0828823305763037	7.28095312388495
GSM2403506_8622007067_R04C01.tsv	GSM2403506_8622007067_R04C01	GSM2403506	LGG, SEGA	1.21436038688791	6.44418258936957
GSM2403507_8622007067_R03C02.tsv	GSM2403507_8622007067_R03C02	GSM2403507	O IDH	10.6385300465025	-5.10483436314508
GSM2403508_8622007067_R04C02.tsv	GSM2403508_8622007067_R04C02	GSM2403508	SCHW	0.0366908617414267	7.201116278487
GSM2403509_8622007070_R04C01.tsv	GSM2403509_8622007070_R04C01	GSM2403509	LGG, PA/GG ST	2.41281440929544	5.3397562053974
GSM2403510_8622007069_R01C02.tsv	GSM2403510_8622007069_R01C02	GSM2403510	LGG, PA PF	2.43564680294168	6.72290106089667
GSM2403511_8622007069_R05C02.tsv	GSM2403511_8622007069_R05C02	GSM2403511	CONTR, REACT	-0.634191542109129	5.8032571819599
GSM2403512_8622007069_R04C02.tsv	GSM2403512_8622007069_R04C02	GSM2403512	CONTR, REACT	-0.697087078531858	5.88197107585028
GSM2403513_8622007069_R03C02.tsv	GSM2403513_8622007069_R03C02	GSM2403513	CONTR, REACT	-0.664906053980467	5.78812570841864
GSM2403514_8622007069_R02C02.tsv	GSM2403514_8622007069_R02C02	GSM2403514	CONTR, REACT	1.92080977634561	6.24446363719061
GSM2403515_8622007070_R03C02.tsv	GSM2403515_8622007070_R03C02	GSM2403515	CNS NB, FOXR2	-2.90380331798422	-7.98062305180475
GSM2403516_8622007065_R02C02.tsv	GSM2403516_8622007065_R02C02	GSM2403516	A IDH, HG	9.39881637767923	-3.52829079358026
GSM2403517_8622007066_R02C01.tsv	GSM2403517_8622007066_R02C01	GSM2403517	ETMR	-13.7610680751406	-6.99398259846613
GSM2403518_8622007066_R04C01.tsv	GSM2403518_8622007066_R04C01	GSM2403518	CNS NB, FOXR2	-2.94876381679403	-8.02545957295343
GSM2403519_8622007067_R06C02.tsv	GSM2403519_8622007067_R06C02	GSM2403519	CONTR, REACT	1.59993282035959	6.4001113918598
GSM2403520_8622007065_R06C01.tsv	GSM2403520_8622007065_R06C01	GSM2403520	ETMR	-13.8421456508242	-7.05736379353449
GSM2403521_8622007066_R06C02.tsv	GSM2403521_8622007066_R06C02	GSM2403521	ETMR	-13.8533608607851	-7.04807548252985
GSM2403522_8622007065_R01C01.tsv	GSM2403522_8622007065_R01C01	GSM2403522	ETMR	-13.8570773295962	-7.0751255008404
GSM2403523_8622007066_R06C01.tsv	GSM2403523_8622007066_R06C01	GSM2403523	MB, SHH INF	-0.344643905004141	-13.8083384486859
GSM2403524_8622007066_R01C02.tsv	GSM2403524_8622007066_R01C02	GSM2403524	MB, G4	-5.36027070804465	-14.7036631557171
GSM2403525_8622007067_R02C01.tsv	GSM2403525_8622007067_R02C01	GSM2403525	CNS NB, FOXR2	-2.79005142970907	-7.86731700627253
GSM2403526_8622007069_R03C01.tsv	GSM2403526_8622007069_R03C01	GSM2403526	CNS NB, FOXR2	-2.79830500408041	-7.87521486012384
GSM2403527_8622007069_R02C01.tsv	GSM2403527_8622007069_R02C01	GSM2403527	CNS NB, FOXR2	-2.81105706020224	-7.88838605610773
GSM2403528_8622007068_R01C02.tsv	GSM2403528_8622007068_R01C02	GSM2403528	ETMR	-13.8047749690615	-7.05342988697931
GSM2403529_8622007074_R03C01.tsv	GSM2403529_8622007074_R03C01	GSM2403529	DMG, K27	4.2713878460325	-2.70129446713373
GSM2403530_8622007080_R01C01.tsv	GSM2403530_8622007080_R01C01	GSM2403530	CONTR, HEMI	3.57572296337259	4.99597902567938
GSM2403531_8622007080_R02C01.tsv	GSM2403531_8622007080_R02C01	GSM2403531	CONTR, HEMI	0.101159245530489	2.51384635241583
GSM2403532_8622007080_R03C01.tsv	GSM2403532_8622007080_R03C01	GSM2403532	CONTR, HEMI	3.56632950977457	4.99116297038153
GSM2403533_8622007080_R04C01.tsv	GSM2403533_8622007080_R04C01	GSM2403533	CONTR, HEMI	3.59921911434305	4.96830244334295
GSM2403534_8622007080_R06C01.tsv	GSM2403534_8622007080_R06C01	GSM2403534	CONTR, HEMI	3.54038837627542	4.97220106394842
GSM2403535_8622007080_R03C02.tsv	GSM2403535_8622007080_R03C02	GSM2403535	CONTR, HEMI	3.58020618633402	4.97099561961249
GSM2403536_8622007072_R05C01.tsv	GSM2403536_8622007072_R05C01	GSM2403536	MNG	-5.17225715442526	12.3144013431843
GSM2403537_8622007072_R06C01.tsv	GSM2403537_8622007072_R06C01	GSM2403537	MNG	-5.11447259708273	12.3277422931965
GSM2403538_8622007072_R02C02.tsv	GSM2403538_8622007072_R02C02	GSM2403538	MNG	-5.44490119739401	12.6592328098591
